max_trials,f1,f1_ratio
5,91.89894,0.9685184658237613
10,93.1217,0.9814050740835591
15,93.52682,0.9856746140899457
20,93.52682,0.9856746140899457
25,93.96628000000001,0.9903060616886985
30,94.01874000000001,0.9908589350811131
35,94.01874000000001,0.9908589350811131
40,94.56808,0.9966484026638254
45,94.56808,0.9966484026638254
50,94.56808,0.9966484026638254
55,94.56808,0.9966484026638254
60,94.56808,0.9966484026638254
65,94.56808,0.9966484026638254
70,94.56808,0.9966484026638254
75,94.56808,0.9966484026638254
80,94.56808,0.9966484026638254
85,94.56808,0.9966484026638254
90,94.56808,0.9966484026638254
95,94.56808,0.9966484026638254
100,94.6597,0.9976139813945352
