feature,importance
clustering_ConnectedComponentsClustering,0.9597984545367065
lm_sminilm,0.001985100418701635
lm_smpnet,0.0012802153755726354
k,0.00010373766274043294
clustering_UniqueMappingClustering,1.8341851359804374e-05
AverageValueLength,0.0
lm_sent_glove,0.0
lm_sdistilroberta,0.0
lm_fasttext,0.0
MaxValuesPerEntity,0.0
AverageValueTokens,0.0
NumberOfMissingNVpairs,0.0
AverageDistinctValuesPerAttribute,0.0
AverageNVpairsPerAttribute,0.0
AverageDistinctValuesPerEntity,0.0
AverageNVPairsPerEntity,0.0
NumberOfNameValuePairs,0.0
NumberOfDistinctValues,0.0
NumberOfAttributes,0.0
InputEntityProfiles,0.0
lm_word2vec,0.0
clustering_KiralyMSMApproximateClustering,-0.0052040825081195894
lm_st5,-0.03016744638627824
threshold,-0.14566165867303846
