Feature,Weight
Intercept,38.09556770850559
k,-0.29688530795789175
threshold,-1.8467222191169164
InputEntityProfiles,12.045395592519572
NumberOfAttributes,18.186459245187688
NumberOfDistinctValues,94.27531888491853
NumberOfNameValuePairs,-103.60254185586979
AverageNVPairsPerEntity,-93.63588929962373
AverageDistinctValuesPerEntity,100.44412878578451
AverageNVpairsPerAttribute,62.96684967472987
AverageDistinctValuesPerAttribute,-72.77765329447799
NumberOfMissingNVpairs,-14.066632344195083
AverageValueLength,137.56041511450826
AverageValueTokens,-150.45451841018217
MaxValuesPerEntity,31.781332718167434
clustering_KiralyMSMApproximateClustering,11.21758307233322
clustering_UniqueMappingClustering,9.400570730455806
lm_sdistilroberta,7.616648914503246
lm_sent_glove,4.468313982094687
lm_sminilm,9.33687009692469
lm_smpnet,8.55525814758821
lm_st5,9.977186733209347
lm_word2vec,3.0784420074852004
